Preprocessing,Depth,n_components,Train Accuracy,Test Accuracy
df_scaled - entropy - 11 pca:8 -> Train: 96.52777777777779 - Test: 71.35416666666666,11,8,96.52777777777779,71.35416666666666
df - gini - 2 pca:2 -> Train: 75.69444444444444 - Test: 71.35416666666666,2,2,75.69444444444444,71.35416666666666
df_scaled - entropy - 9 pca:6 -> Train: 92.70833333333334 - Test: 71.35416666666666,9,6,92.70833333333334,71.35416666666666
df_scaled - entropy - 13 pca:8 -> Train: 98.4375 - Test: 71.35416666666666,13,8,98.4375,71.35416666666666
df - gini - 1 pca:2 -> Train: 75.69444444444444 - Test: 71.35416666666666,1,2,75.69444444444444,71.35416666666666
df - gini - 2 pca:4 -> Train: 75.69444444444444 - Test: 71.35416666666666,2,4,75.69444444444444,71.35416666666666
df - gini - 1 pca:7 -> Train: 75.69444444444444 - Test: 71.35416666666666,1,7,75.69444444444444,71.35416666666666
df - gini - 2 pca:7 -> Train: 75.69444444444444 - Test: 71.35416666666666,2,7,75.69444444444444,71.35416666666666
df - gini - 2 pca:8 -> Train: 75.69444444444444 - Test: 71.35416666666666,2,8,75.69444444444444,71.35416666666666
df - entropy - 10 pca:8 -> Train: 97.22222222222221 - Test: 71.35416666666666,10,8,97.22222222222221,71.35416666666666
df - gini - 1 pca:3 -> Train: 75.69444444444444 - Test: 71.35416666666666,1,3,75.69444444444444,71.35416666666666
df - gini - 2 pca:5 -> Train: 75.69444444444444 - Test: 71.35416666666666,2,5,75.69444444444444,71.35416666666666
df - gini - 1 pca:8 -> Train: 75.69444444444444 - Test: 71.35416666666666,1,8,75.69444444444444,71.35416666666666
df - gini - 2 pca:3 -> Train: 75.69444444444444 - Test: 71.35416666666666,2,3,75.69444444444444,71.35416666666666
df_scaled - entropy - 17 pca:6 -> Train: 99.82638888888889 - Test: 71.35416666666666,17,6,99.82638888888889,71.35416666666666
df_iqr_scaled - gini - 3 pca:3 -> Train: 75.5741127348643 - Test: 71.25,3,3,75.5741127348643,71.25
df_iqr_scaled - gini - 4 pca:3 -> Train: 79.54070981210856 - Test: 71.25,4,3,79.54070981210856,71.25
clean_df_iqr - entropy - 9 pca:7 -> Train: 96.65970772442589 - Test: 71.25,9,7,96.65970772442589,71.25
df_iqr_scaled - entropy - 15 pca:7 -> Train: 100.0 - Test: 71.25,15,7,100.0,71.25
clean_df_iqr - entropy - 11 pca:8 -> Train: 98.95615866388309 - Test: 71.25,11,8,98.95615866388309,71.25
df_iqr_scaled - gini - 3 pca:2 -> Train: 75.99164926931107 - Test: 71.25,3,2,75.99164926931107,71.25
df_iqr_scaled - entropy - 9 pca:7 -> Train: 94.57202505219206 - Test: 71.25,9,7,94.57202505219206,71.25
clean_df_iqr - entropy - 7 pca:8 -> Train: 92.06680584551148 - Test: 71.25,7,8,92.06680584551148,71.25
clean_df_iqr - gini - 7 pca:8 -> Train: 92.06680584551148 - Test: 71.25,7,8,92.06680584551148,71.25
clean_df_iqr - gini - 12 pca:7 -> Train: 99.79123173277662 - Test: 71.25,12,7,99.79123173277662,71.25
clean_df_iqr - entropy - 5 pca:2 -> Train: 82.88100208768267 - Test: 71.25,5,2,82.88100208768267,71.25
clean_df_iqr - entropy - 7 pca:2 -> Train: 87.05636743215031 - Test: 71.25,7,2,87.05636743215031,71.25
df_iqr_scaled - entropy - 19 pca:2 -> Train: 97.7035490605428 - Test: 71.25,19,2,97.7035490605428,71.25
clean_df_iqr - entropy - 13 pca:7 -> Train: 99.58246346555325 - Test: 71.25,13,7,99.58246346555325,71.25
clean_df_iqr - entropy - 10 pca:3 -> Train: 90.18789144050105 - Test: 71.25,10,3,90.18789144050105,71.25
df_iqr_scaled - entropy - 8 pca:7 -> Train: 93.1106471816284 - Test: 71.25,8,7,93.1106471816284,71.25
clean_df_iqr - entropy - 8 pca:7 -> Train: 93.52818371607515 - Test: 71.25,8,7,93.52818371607515,71.25
df_iqr_scaled - entropy - 8 pca:5 -> Train: 87.68267223382045 - Test: 71.25,8,5,87.68267223382045,71.25
clean_df_iqr - entropy - 9 pca:6 -> Train: 96.24217118997912 - Test: 71.25,9,6,96.24217118997912,71.25
df_iqr_scaled - entropy - 5 pca:4 -> Train: 79.95824634655533 - Test: 71.25,5,4,79.95824634655533,71.25
df_iqr_scaled - gini - 11 pca:4 -> Train: 98.53862212943632 - Test: 71.25,11,4,98.53862212943632,71.25
df_iqr_scaled - entropy - 3 pca:5 -> Train: 77.66179540709813 - Test: 71.25,3,5,77.66179540709813,71.25
clean_df_iqr - gini - 5 pca:5 -> Train: 84.75991649269311 - Test: 71.25,5,5,84.75991649269311,71.25
clean_df_iqr - gini - 7 pca:6 -> Train: 92.06680584551148 - Test: 71.25,7,6,92.06680584551148,71.25
clean_df_iqr - entropy - 14 pca:6 -> Train: 100.0 - Test: 71.25,14,6,100.0,71.25
df_iqr_scaled - entropy - 3 pca:4 -> Train: 77.66179540709813 - Test: 71.25,3,4,77.66179540709813,71.25
df_iqr_scaled - entropy - 9 pca:6 -> Train: 94.36325678496868 - Test: 71.25,9,6,94.36325678496868,71.25
clean_df_iqr - entropy - 13 pca:5 -> Train: 98.53862212943632 - Test: 71.25,13,5,98.53862212943632,71.25
df_iqr_scaled - entropy - 5 pca:5 -> Train: 82.6722338204593 - Test: 71.25,5,5,82.6722338204593,71.25
df_iqr_scaled - gini - 3 pca:4 -> Train: 79.12317327766179 - Test: 71.25,3,4,79.12317327766179,71.25
df_iqr_scaled - gini - 13 pca:5 -> Train: 100.0 - Test: 71.25,13,5,100.0,71.25
df_iqr_scaled - gini - 12 pca:5 -> Train: 99.79123173277662 - Test: 71.25,12,5,99.79123173277662,71.25
clean_df_iqr - entropy - 9 pca:4 -> Train: 90.81419624217119 - Test: 71.25,9,4,90.81419624217119,71.25
clean_df_iqr - entropy - 4 pca:5 -> Train: 81.62839248434238 - Test: 71.25,4,5,81.62839248434238,71.25
df_iqr_scaled - entropy - 12 pca:6 -> Train: 98.95615866388309 - Test: 71.25,12,6,98.95615866388309,71.25
df_iqr_scaled - gini - 6 pca:5 -> Train: 88.10020876826722 - Test: 71.25,6,5,88.10020876826722,71.25
df_iqr_scaled - gini - 3 pca:5 -> Train: 79.12317327766179 - Test: 71.25,3,5,79.12317327766179,71.25
df_zscore_scaled - gini - 4 pca:2 -> Train: 78.68217054263566 - Test: 70.93023255813954,4,2,78.68217054263566,70.93023255813954
df_zscore_scaled - gini - 3 pca:2 -> Train: 75.5813953488372 - Test: 70.93023255813954,3,2,75.5813953488372,70.93023255813954
df - entropy - 16 pca:8 -> Train: 100.0 - Test: 70.83333333333334,16,8,100.0,70.83333333333334
df - entropy - 1 pca:2 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,2,73.26388888888889,70.83333333333334
df - gini - 4 pca:8 -> Train: 82.8125 - Test: 70.83333333333334,4,8,82.8125,70.83333333333334
df - entropy - 14 pca:8 -> Train: 99.30555555555556 - Test: 70.83333333333334,14,8,99.30555555555556,70.83333333333334
df - entropy - 13 pca:8 -> Train: 99.13194444444444 - Test: 70.83333333333334,13,8,99.13194444444444,70.83333333333334
df - entropy - 1 pca:4 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,4,73.26388888888889,70.83333333333334
df - entropy - 3 pca:8 -> Train: 77.25694444444444 - Test: 70.83333333333334,3,8,77.25694444444444,70.83333333333334
df - entropy - 1 pca:8 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,8,73.26388888888889,70.83333333333334
df_scaled - entropy - 13 pca:7 -> Train: 98.26388888888889 - Test: 70.83333333333334,13,7,98.26388888888889,70.83333333333334
df_scaled - entropy - 15 pca:6 -> Train: 99.47916666666666 - Test: 70.83333333333334,15,6,99.47916666666666,70.83333333333334
df - entropy - 1 pca:5 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,5,73.26388888888889,70.83333333333334
df_scaled - entropy - 12 pca:6 -> Train: 96.70138888888889 - Test: 70.83333333333334,12,6,96.70138888888889,70.83333333333334
df_scaled - entropy - 6 pca:8 -> Train: 86.28472222222221 - Test: 70.83333333333334,6,8,86.28472222222221,70.83333333333334
df - entropy - 1 pca:3 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,3,73.26388888888889,70.83333333333334
df - entropy - 10 pca:5 -> Train: 94.61805555555556 - Test: 70.83333333333334,10,5,94.61805555555556,70.83333333333334
df_scaled - entropy - 11 pca:7 -> Train: 96.875 - Test: 70.83333333333334,11,7,96.875,70.83333333333334
df - entropy - 3 pca:7 -> Train: 77.25694444444444 - Test: 70.83333333333334,3,7,77.25694444444444,70.83333333333334
df - entropy - 1 pca:6 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,6,73.26388888888889,70.83333333333334
df - entropy - 1 pca:7 -> Train: 73.26388888888889 - Test: 70.83333333333334,1,7,73.26388888888889,70.83333333333334
df - entropy - 15 pca:5 -> Train: 98.61111111111111 - Test: 70.83333333333334,15,5,98.61111111111111,70.83333333333334
df - gini - 3 pca:2 -> Train: 77.08333333333334 - Test: 70.83333333333334,3,2,77.08333333333334,70.83333333333334
df - entropy - 12 pca:8 -> Train: 98.61111111111111 - Test: 70.83333333333334,12,8,98.61111111111111,70.83333333333334
df - entropy - 17 pca:5 -> Train: 99.30555555555556 - Test: 70.83333333333334,17,5,99.30555555555556,70.83333333333334
df - entropy - 3 pca:6 -> Train: 77.25694444444444 - Test: 70.83333333333334,3,6,77.25694444444444,70.83333333333334
df_iqr_scaled - gini - 5 pca:8 -> Train: 86.63883089770354 - Test: 70.625,5,8,86.63883089770354,70.625
clean_df_iqr - entropy - 6 pca:5 -> Train: 84.34237995824635 - Test: 70.625,6,5,84.34237995824635,70.625
clean_df_iqr - gini - 11 pca:3 -> Train: 96.03340292275574 - Test: 70.625,11,3,96.03340292275574,70.625
df_iqr_scaled - gini - 11 pca:8 -> Train: 99.58246346555325 - Test: 70.625,11,8,99.58246346555325,70.625
df_iqr_scaled - entropy - 3 pca:7 -> Train: 77.66179540709813 - Test: 70.625,3,7,77.66179540709813,70.625
df_iqr_scaled - entropy - 18 pca:2 -> Train: 96.4509394572025 - Test: 70.625,18,2,96.4509394572025,70.625
clean_df_iqr - entropy - 10 pca:4 -> Train: 92.06680584551148 - Test: 70.625,10,4,92.06680584551148,70.625
clean_df_iqr - gini - 6 pca:4 -> Train: 85.17745302713988 - Test: 70.625,6,4,85.17745302713988,70.625
df_iqr_scaled - entropy - 8 pca:2 -> Train: 80.79331941544885 - Test: 70.625,8,2,80.79331941544885,70.625
df_iqr_scaled - entropy - 5 pca:2 -> Train: 77.66179540709813 - Test: 70.625,5,2,77.66179540709813,70.625
df_iqr_scaled - gini - 6 pca:2 -> Train: 81.62839248434238 - Test: 70.625,6,2,81.62839248434238,70.625
df_iqr_scaled - gini - 11 pca:7 -> Train: 99.79123173277662 - Test: 70.625,11,7,99.79123173277662,70.625
clean_df_iqr - gini - 10 pca:7 -> Train: 99.16492693110646 - Test: 70.625,10,7,99.16492693110646,70.625
df_iqr_scaled - entropy - 14 pca:7 -> Train: 99.79123173277662 - Test: 70.625,14,7,99.79123173277662,70.625
df_iqr_scaled - gini - 11 pca:5 -> Train: 99.58246346555325 - Test: 70.625,11,5,99.58246346555325,70.625
df_iqr_scaled - entropy - 12 pca:7 -> Train: 98.95615866388309 - Test: 70.625,12,7,98.95615866388309,70.625
df_iqr_scaled - entropy - 11 pca:7 -> Train: 98.32985386221294 - Test: 70.625,11,7,98.32985386221294,70.625
df_iqr_scaled - gini - 5 pca:2 -> Train: 79.54070981210856 - Test: 70.625,5,2,79.54070981210856,70.625
df_iqr_scaled - entropy - 4 pca:7 -> Train: 79.33194154488518 - Test: 70.625,4,7,79.33194154488518,70.625
clean_df_iqr - entropy - 10 pca:6 -> Train: 97.91231732776617 - Test: 70.625,10,6,97.91231732776617,70.625
df_iqr_scaled - gini - 9 pca:2 -> Train: 87.05636743215031 - Test: 70.625,9,2,87.05636743215031,70.625
df_iqr_scaled - gini - 15 pca:2 -> Train: 97.28601252609603 - Test: 70.625,15,2,97.28601252609603,70.625
clean_df_iqr - entropy - 13 pca:8 -> Train: 99.79123173277662 - Test: 70.625,13,8,99.79123173277662,70.625
clean_df_iqr - entropy - 14 pca:8 -> Train: 100.0 - Test: 70.625,14,8,100.0,70.625
clean_df_iqr - entropy - 10 pca:8 -> Train: 98.74739039665971 - Test: 70.625,10,8,98.74739039665971,70.625
df_iqr_scaled - entropy - 8 pca:8 -> Train: 93.31941544885177 - Test: 70.625,8,8,93.31941544885177,70.625
df_iqr_scaled - entropy - 4 pca:8 -> Train: 79.33194154488518 - Test: 70.625,4,8,79.33194154488518,70.625
clean_df_iqr - entropy - 10 pca:7 -> Train: 98.12108559498957 - Test: 70.625,10,7,98.12108559498957,70.625
df_iqr_scaled - entropy - 3 pca:8 -> Train: 77.66179540709813 - Test: 70.625,3,8,77.66179540709813,70.625
clean_df_iqr - entropy - 16 pca:5 -> Train: 99.79123173277662 - Test: 70.625,16,5,99.79123173277662,70.625
clean_df_iqr - entropy - 15 pca:5 -> Train: 99.79123173277662 - Test: 70.625,15,5,99.79123173277662,70.625
clean_df_iqr - gini - 12 pca:5 -> Train: 99.37369519832986 - Test: 70.625,12,5,99.37369519832986,70.625
df_iqr_scaled - entropy - 11 pca:8 -> Train: 99.37369519832986 - Test: 70.625,11,8,99.37369519832986,70.625
clean_df_iqr - gini - 8 pca:5 -> Train: 95.19832985386222 - Test: 70.625,8,5,95.19832985386222,70.625
clean_df_iqr - entropy - 13 pca:6 -> Train: 99.58246346555325 - Test: 70.625,13,6,99.58246346555325,70.625
clean_df_iqr - entropy - 12 pca:6 -> Train: 98.95615866388309 - Test: 70.625,12,6,98.95615866388309,70.625
df_iqr_scaled - gini - 6 pca:6 -> Train: 89.77035490605428 - Test: 70.625,6,6,89.77035490605428,70.625
df_iqr_scaled - gini - 7 pca:6 -> Train: 93.52818371607515 - Test: 70.625,7,6,93.52818371607515,70.625
df_iqr_scaled - entropy - 4 pca:6 -> Train: 79.33194154488518 - Test: 70.625,4,6,79.33194154488518,70.625
df_iqr_scaled - entropy - 3 pca:6 -> Train: 77.66179540709813 - Test: 70.625,3,6,77.66179540709813,70.625
clean_df_iqr - entropy - 11 pca:6 -> Train: 98.12108559498957 - Test: 70.625,11,6,98.12108559498957,70.625
clean_df_zscore - gini - 3 pca:5 -> Train: 79.45736434108527 - Test: 70.34883720930233,3,5,79.45736434108527,70.34883720930233
clean_df_zscore - gini - 3 pca:4 -> Train: 79.45736434108527 - Test: 70.34883720930233,3,4,79.45736434108527,70.34883720930233
clean_df_zscore - entropy - 3 pca:4 -> Train: 79.45736434108527 - Test: 70.34883720930233,3,4,79.45736434108527,70.34883720930233
df_zscore_scaled - entropy - 5 pca:6 -> Train: 84.68992248062015 - Test: 70.34883720930233,5,6,84.68992248062015,70.34883720930233
clean_df_zscore - entropy - 3 pca:5 -> Train: 79.45736434108527 - Test: 70.34883720930233,3,5,79.45736434108527,70.34883720930233
clean_df_zscore - entropy - 5 pca:6 -> Train: 85.27131782945736 - Test: 70.34883720930233,5,6,85.27131782945736,70.34883720930233
df_zscore_scaled - entropy - 5 pca:8 -> Train: 84.49612403100775 - Test: 70.34883720930233,5,8,84.49612403100775,70.34883720930233
df_zscore_scaled - gini - 7 pca:5 -> Train: 87.98449612403101 - Test: 70.34883720930233,7,5,87.98449612403101,70.34883720930233
df - entropy - 5 pca:7 -> Train: 84.72222222222221 - Test: 70.3125,5,7,84.72222222222221,70.3125
df_scaled - entropy - 15 pca:7 -> Train: 99.82638888888889 - Test: 70.3125,15,7,99.82638888888889,70.3125
df_scaled - gini - 6 pca:8 -> Train: 87.84722222222221 - Test: 70.3125,6,8,87.84722222222221,70.3125
df_scaled - entropy - 16 pca:7 -> Train: 100.0 - Test: 70.3125,16,7,100.0,70.3125
df - entropy - 4 pca:5 -> Train: 81.07638888888889 - Test: 70.3125,4,5,81.07638888888889,70.3125
df - gini - 5 pca:8 -> Train: 86.28472222222221 - Test: 70.3125,5,8,86.28472222222221,70.3125
df - entropy - 16 pca:5 -> Train: 98.78472222222221 - Test: 70.3125,16,5,98.78472222222221,70.3125
df_scaled - entropy - 6 pca:6 -> Train: 86.28472222222221 - Test: 70.3125,6,6,86.28472222222221,70.3125
df_scaled - entropy - 6 pca:7 -> Train: 86.28472222222221 - Test: 70.3125,6,7,86.28472222222221,70.3125
df - entropy - 8 pca:6 -> Train: 92.88194444444444 - Test: 70.3125,8,6,92.88194444444444,70.3125
df - gini - 7 pca:5 -> Train: 90.79861111111111 - Test: 70.3125,7,5,90.79861111111111,70.3125
clean_df_iqr - gini - 8 pca:2 -> Train: 90.39665970772442 - Test: 70.0,8,2,90.39665970772442,70.0
df_iqr_scaled - entropy - 4 pca:4 -> Train: 78.28810020876827 - Test: 70.0,4,4,78.28810020876827,70.0
df_iqr_scaled - entropy - 6 pca:4 -> Train: 83.92484342379957 - Test: 70.0,6,4,83.92484342379957,70.0
df_iqr_scaled - entropy - 4 pca:2 -> Train: 76.61795407098121 - Test: 70.0,4,2,76.61795407098121,70.0
clean_df_iqr - gini - 9 pca:5 -> Train: 96.86847599164928 - Test: 70.0,9,5,96.86847599164928,70.0
clean_df_iqr - entropy - 12 pca:7 -> Train: 98.95615866388309 - Test: 70.0,12,7,98.95615866388309,70.0
df_iqr_scaled - gini - 4 pca:2 -> Train: 77.66179540709813 - Test: 70.0,4,2,77.66179540709813,70.0
df_iqr_scaled - gini - 12 pca:7 -> Train: 100.0 - Test: 70.0,12,7,100.0,70.0
df_iqr_scaled - entropy - 18 pca:5 -> Train: 100.0 - Test: 70.0,18,5,100.0,70.0
clean_df_iqr - gini - 10 pca:3 -> Train: 93.94572025052193 - Test: 70.0,10,3,93.94572025052193,70.0
df_iqr_scaled - entropy - 12 pca:8 -> Train: 100.0 - Test: 70.0,12,8,100.0,70.0
clean_df_iqr - gini - 9 pca:6 -> Train: 97.7035490605428 - Test: 70.0,9,6,97.7035490605428,70.0
df_iqr_scaled - entropy - 16 pca:5 -> Train: 99.37369519832986 - Test: 70.0,16,5,99.37369519832986,70.0
clean_df_iqr - gini - 9 pca:3 -> Train: 91.44050104384134 - Test: 70.0,9,3,91.44050104384134,70.0
clean_df_iqr - gini - 14 pca:5 -> Train: 100.0 - Test: 70.0,14,5,100.0,70.0
df_iqr_scaled - gini - 5 pca:7 -> Train: 84.75991649269311 - Test: 70.0,5,7,84.75991649269311,70.0
clean_df_iqr - gini - 3 pca:1 -> Train: 71.81628392484343 - Test: 70.0,3,1,71.81628392484343,70.0
clean_df_iqr - entropy - 9 pca:1 -> Train: 77.24425887265136 - Test: 70.0,9,1,77.24425887265136,70.0
df_iqr_scaled - gini - 12 pca:8 -> Train: 100.0 - Test: 70.0,12,8,100.0,70.0
clean_df_iqr - entropy - 8 pca:6 -> Train: 94.1544885177453 - Test: 70.0,8,6,94.1544885177453,70.0
df_iqr_scaled - gini - 14 pca:2 -> Train: 95.82463465553236 - Test: 70.0,14,2,95.82463465553236,70.0
df_iqr_scaled - gini - 8 pca:8 -> Train: 97.07724425887265 - Test: 70.0,8,8,97.07724425887265,70.0
clean_df_iqr - entropy - 14 pca:5 -> Train: 99.16492693110646 - Test: 70.0,14,5,99.16492693110646,70.0
clean_df_iqr - gini - 13 pca:5 -> Train: 99.79123173277662 - Test: 70.0,13,5,99.79123173277662,70.0
clean_df_iqr - gini - 12 pca:3 -> Train: 96.86847599164928 - Test: 70.0,12,3,96.86847599164928,70.0
clean_df_iqr - entropy - 12 pca:5 -> Train: 97.91231732776617 - Test: 70.0,12,5,97.91231732776617,70.0
df_iqr_scaled - gini - 7 pca:2 -> Train: 82.25469728601253 - Test: 70.0,7,2,82.25469728601253,70.0
df_iqr_scaled - entropy - 13 pca:6 -> Train: 99.79123173277662 - Test: 70.0,13,6,99.79123173277662,70.0
clean_df_iqr - gini - 13 pca:7 -> Train: 100.0 - Test: 70.0,13,7,100.0,70.0
df_iqr_scaled - gini - 7 pca:5 -> Train: 92.69311064718163 - Test: 70.0,7,5,92.69311064718163,70.0
df_iqr_scaled - gini - 5 pca:6 -> Train: 84.75991649269311 - Test: 70.0,5,6,84.75991649269311,70.0
clean_df_iqr - entropy - 8 pca:1 -> Train: 76.61795407098121 - Test: 70.0,8,1,76.61795407098121,70.0
df_iqr_scaled - entropy - 10 pca:8 -> Train: 97.91231732776617 - Test: 70.0,10,8,97.91231732776617,70.0
df_iqr_scaled - entropy - 10 pca:5 -> Train: 91.44050104384134 - Test: 70.0,10,5,91.44050104384134,70.0
clean_df_iqr - entropy - 3 pca:1 -> Train: 71.81628392484343 - Test: 70.0,3,1,71.81628392484343,70.0
df_iqr_scaled - entropy - 6 pca:2 -> Train: 78.28810020876827 - Test: 70.0,6,2,78.28810020876827,70.0
df_iqr_scaled - entropy - 7 pca:2 -> Train: 79.33194154488518 - Test: 70.0,7,2,79.33194154488518,70.0
df_iqr_scaled - entropy - 9 pca:2 -> Train: 81.83716075156576 - Test: 70.0,9,2,81.83716075156576,70.0
clean_df_iqr - entropy - 11 pca:7 -> Train: 98.32985386221294 - Test: 70.0,11,7,98.32985386221294,70.0
df_iqr_scaled - entropy - 15 pca:3 -> Train: 98.53862212943632 - Test: 70.0,15,3,98.53862212943632,70.0
df_iqr_scaled - entropy - 12 pca:2 -> Train: 87.47390396659708 - Test: 70.0,12,2,87.47390396659708,70.0
df_iqr_scaled - entropy - 13 pca:2 -> Train: 88.51774530271399 - Test: 70.0,13,2,88.51774530271399,70.0
df_iqr_scaled - entropy - 15 pca:2 -> Train: 91.44050104384134 - Test: 70.0,15,2,91.44050104384134,70.0
clean_df_iqr - entropy - 11 pca:4 -> Train: 94.1544885177453 - Test: 70.0,11,4,94.1544885177453,70.0
clean_df_iqr - gini - 11 pca:7 -> Train: 99.37369519832986 - Test: 70.0,11,7,99.37369519832986,70.0
df - entropy - 14 pca:5 -> Train: 98.4375 - Test: 69.79166666666666,14,5,98.4375,69.79166666666666
df_scaled - entropy - 4 pca:7 -> Train: 79.86111111111111 - Test: 69.79166666666666,4,7,79.86111111111111,69.79166666666666
df - entropy - 12 pca:5 -> Train: 97.56944444444444 - Test: 69.79166666666666,12,5,97.56944444444444,69.79166666666666
df_scaled - entropy - 12 pca:1 -> Train: 85.41666666666666 - Test: 69.79166666666666,12,1,85.41666666666666,69.79166666666666
df - gini - 5 pca:2 -> Train: 81.94444444444444 - Test: 69.79166666666666,5,2,81.94444444444444,69.79166666666666
df_scaled - entropy - 11 pca:6 -> Train: 94.61805555555556 - Test: 69.79166666666666,11,6,94.61805555555556,69.79166666666666
df - entropy - 11 pca:6 -> Train: 97.56944444444444 - Test: 69.79166666666666,11,6,97.56944444444444,69.79166666666666
df_scaled - gini - 9 pca:1 -> Train: 82.29166666666666 - Test: 69.79166666666666,9,1,82.29166666666666,69.79166666666666
df - entropy - 6 pca:8 -> Train: 87.15277777777779 - Test: 69.79166666666666,6,8,87.15277777777779,69.79166666666666
df - entropy - 7 pca:8 -> Train: 91.14583333333334 - Test: 69.79166666666666,7,8,91.14583333333334,69.79166666666666
df - entropy - 11 pca:8 -> Train: 98.09027777777779 - Test: 69.79166666666666,11,8,98.09027777777779,69.79166666666666
df - gini - 3 pca:8 -> Train: 79.16666666666666 - Test: 69.79166666666666,3,8,79.16666666666666,69.79166666666666
